X;Y;calle;tipocalle;angulo;tipo
725413.111;4371457.113;RAMON Y CAJAL;C/;347;1
725044.115;4372032.36199999973;RAMON Y CAJAL;C/;300;1
725274.206;4371715.613;RAMON Y CAJAL;C/;120;4
725106.021;4372001.61199999973;RAMON Y CAJAL;C/;120;4
725301.612;4371670.613;RAMON Y CAJAL;C/;122;4
725148.16;4371930.56;RAMON Y CAJAL;C/;120;4
725378.299;4371539.863;RAMON Y CAJAL;C/;120;4
725087.615;4372032.86199999973;RAMON Y CAJAL;C/;121;4
725425.384;4371494.599;RAMON Y CAJAL;C/;161;4
725474.788;4371476.393;RAMON Y CAJAL;C/;158;4
725181.34;4371800.945;RAMON Y CAJAL;C/;301;4
725051.615;4372092.11199999973;RAMON Y CAJAL;C/;122;4
725337.893;4371609.863;RAMON Y CAJAL;C/;120;4
726002.735;4370778.63499999978;RAQUEL PAYA (PEDAGOGA);C/;0;0
726004.192;4370835.87899999972;RAQUEL PAYA (PEDAGOGA);C/;0;0
723958.295;4373555.597;RASCAÑA;C/;116;2
724007.065;4373429.108;RASCAÑA;C/;110;2
724035.922;4373374.24899999984;RASCAÑA;C/;121;2
723986.128;4373487.858;RASCAÑA;C/;110;2
727366.868;4373695.21399999969;REAL ACADEMIA DE CULTURA VALENCIANA;C/;49;1
727322.813;4373649.69099999964;REAL ACADEMIA DE CULTURA VALENCIANA;C/;0;0
727524.218;4374151.59399999958;REAL DE GANDIA;C/;0;0
727527.874;4374185.59399999958;REAL DE GANDIA;C/;0;0
727518.624;4374099.59399999958;REAL DE GANDIA;C/;0;0
727512.936;4374046.34499999974;REAL DE GANDIA;C/;0;0
727505.03;4373973.09499999974;REAL DE GANDIA;C/;84;2
727497.529;4373903.34499999974;REAL DE GANDIA;C/;84;2
727501.498;4373940.09499999974;REAL DE GANDIA;C/;84;2
727508.905;4374008.84499999974;REAL DE GANDIA;C/;84;2
724405.128;4367738.43099999987;REAL DE MADRID;C/;256;2
724325.304;4367433.19099999964;REAL DE MADRID;C/;251;2
724334.431;4367463.94;REAL DE MADRID;C/;256;2
724578.042;4368377.642;REAL DE MADRID;C/;254;2
724435.289;4367855.427;REAL DE MADRID;C/;256;2
724505.58;4368115.668;REAL DE MADRID;C/;255;2
724522.645;4368177.416;REAL DE MADRID;C/;255;2
724380.906;4367644.434;REAL DE MADRID;C/;256;2
724633.94;4368584.24199999962;REAL DE MADRID;C/;255;2
724477.625;4368014.40699999966;REAL DE MADRID;C/;255;2
724540.312;4368240.90799999982;REAL DE MADRID;C/;254;2
724598.419;4368451.713;REAL DE MADRID;C/;255;2
724558.522;4368307.184;REAL DE MADRID;C/;255;2
724460.63;4367952.756;REAL DE MADRID;C/;254;2
724494.286;4368074.534;REAL DE MADRID;C/;255;2
724351.277;4367529.438;REAL DE MADRID;C/;256;2
725000.812;4374059.622;REBOLLAR;C/;195;1
724946.63;4374042.602;REBOLLAR;C/;198;1
725194.773;4372339.36;RECAREDO;C/;94;1
725187.773;4372388.86;RECAREDO;C/;105;1
725164.317;4372536.36;RECAREDO;C/;279;1
725157.931;4372578.109;RECAREDO;C/;279;1
725167.306;4372508.109;RECAREDO;C/;274;1
725180.68;4372419.109;RECAREDO;C/;100;4
725170.431;4372477.859;RECAREDO;C/;98;4
725175.462;4372447.105;RECAREDO;C/;101;4
725161.775;4372552.859;RECAREDO;C/;279;4
729931.786;4364132.07299999986;RECHOLAR;C/;185;2
724303.222;4374761.43;RECREATIVA;C/;250;4
727041.22;4374254.84499999974;RECTOR ZARAGOZA;C/;352;4
726998.283;4374262.34499999974;RECTOR ZARAGOZA;C/;348;4
727085.813;4374248.34499999974;RECTOR ZARAGOZA;C/;352;4
725934.94;4372384.785;REDENCION;C/;0;0
731234.202;4354412.293;REDOLINS;C/;266;1
725670.156;4372626.75499999989;REDONDA;C/;0;0
725649.685;4372628.825;REDONDA;C/;0;0
725657.826;4372606.10599999968;REDONDA;C/;0;0
724047.489;4375410.34499999974;REGINO MAS;C/;0;0
724154.869;4375450.64599999972;REGINO MAS;C/;0;0
724149.238;4375520.34499999974;REGINO MAS;C/;0;0
724115.332;4375491.09499999974;REGINO MAS;C/;41;1
724051.388;4375456.047;REGINO MAS;C/;311;1
724074.989;4375498.59499999974;REGINO MAS;C/;310;1
724087.177;4375466.84499999974;REGINO MAS;C/;41;1
724090.899;4375396.809;REGINO MAS;C/;130;3
724112.048;4375535.14599999972;REGINO MAS;C/;130;4
724059.427;4375481.59499999974;REGINO MAS;C/;131;4
726782.168;4367366.278;"REGION, LA";C/;258;3
726209.308;4371596.461;REGNE DE VALENCIA;C/;346;1
726360.568;4371557.246;REGNE DE VALENCIA;C/;344;1
726320.568;4371578.246;REGNE DE VALENCIA;C/;210;1
726121.666;4371617.835;REGNE DE VALENCIA;C/;346;1
726499.412;4371513.767;REGNE DE VALENCIA;C/;100;1
726789.394;4371448.855;REGNE DE VALENCIA;C/;346;1
726669.644;4371478.60599999968;REGNE DE VALENCIA;C/;346;1
726420.956;4371540.35699999984;REGNE DE VALENCIA;C/;347;1
726500.644;4371531.60699999984;REGNE DE VALENCIA;C/;76;1
726599.019;4371496.10599999968;REGNE DE VALENCIA;C/;346;1
726464.269;4371529.60699999984;REGNE DE VALENCIA;C/;346;1
726557.449;4371516.89;REGNE DE VALENCIA;C/;76;1
726873.519;4371427.605;REGNE DE VALENCIA;C/;346;1
726541.454;4371538.77099999972;REGNE DE VALENCIA;C/;350;1
726990.977;4371399.39499999955;REGNE DE VALENCIA;C/;347;1
726688.519;4371485.10599999968;REGNE DE VALENCIA;C/;301;1
726136.96;4371622.245;REGNE DE VALENCIA;C/;299;1
726108.657;4371647.332;REGNE DE VALENCIA;C/;217;1
726027.987;4371641.43499999959;REGNE DE VALENCIA;C/;346;1
726834.492;4371448.553;REGNE DE VALENCIA;C/;300;2
726282.324;4371569.55399999954;REGNE DE VALENCIA;C/;299;2
726006.67;4371675.88399999961;REGNE DE VALENCIA;C/;96;4
726053.658;4371651.894;REGNE DE VALENCIA;C/;166;4
726103.282;4371632.012;REGNE DE VALENCIA;C/;77;4
727027.765;4371407.64099999983;REGNE DE VALENCIA;C/;166;4
726959.641;4371426.48099999968;REGNE DE VALENCIA;C/;163;4
726415.925;4371563.85699999984;REGNE DE VALENCIA;C/;166;4
726270.012;4371590.80399999954;REGNE DE VALENCIA;C/;121;4
726469.394;4371550.60699999984;REGNE DE VALENCIA;C/;166;4
726197.664;4371616.588;REGNE DE VALENCIA;C/;167;4
726976.797;4371436.48099999968;REGNE DE VALENCIA;C/;121;4
726604.137;4371516.39;REGNE DE VALENCIA;C/;167;4
726750.148;4371469.846;REGNE DE VALENCIA;C/;210;4
726795.331;4371469.605;REGNE DE VALENCIA;C/;166;4
726879.269;4371448.355;REGNE DE VALENCIA;C/;166;4
726363.862;4371576.60699999984;REGNE DE VALENCIA;C/;166;4
726297.487;4371593.108;REGNE DE VALENCIA;C/;166;4
723067.381;4371460.575;REI ALFONS EL BENIGNE;C/;0;0
723131.643;4371516.27199999988;REI ALFONS EL BENIGNE;C/;0;0
722991.653;4371499.642;REI ALFONS EL BENIGNE;C/;7;2
723062.213;4371507.95299999975;REI ALFONS EL BENIGNE;C/;7;2
725906.806;4374789.655;REIG GENOVES;C/;0;0
725948.559;4374756.967;REIG GENOVES;C/;161;3
726151.595;4374662.49899999984;REIG GENOVES;C/;318;4
726007.101;4374736.846;REIG GENOVES;C/;341;4
726180.467;4374636.56599999964;REIG GENOVES;C/;318;4
726121.423;4374689.25399999972;REIG GENOVES;C/;319;4
726068.882;4374715.596;REIG GENOVES;C/;341;4
726678.956;4371609.355;REINA DOÑA GERMANA;C/;30;1
726873.839;4371722.006;REINA DOÑA GERMANA;C/;30;1
726775.926;4371665.355;REINA DOÑA GERMANA;C/;30;1
726598.609;4371560.786;REINA DOÑA GERMANA;C/;33;1
726020.016;4371227.36099999957;REINA DOÑA MARIA;C/;29;1
726080.055;4371262.153;REINA DOÑA MARIA;C/;30;4
723523.87;4373733.77599999961;REINA VIOLANTE;C/;119;2
723386.008;4373957.518;REINA VIOLANTE;C/;300;4
723449.05;4373855.917;REINA VIOLANTE;C/;303;4
723493.02;4373787.667;REINA VIOLANTE;C/;301;4
723308.874;4374090.154;REINA VIOLANTE;C/;300;4
729825.192;4372530.461;REINA;C/;265;1
729829.719;4372581.462;REINA;C/;265;1
729783.344;4372047.46;REINA;C/;266;1
729810.469;4372334.961;REINA;C/;266;1
729788.5;4372107.46;REINA;C/;264;1
729814.031;4372387.211;REINA;C/;266;1
729769.969;4371874.209;REINA;C/;266;1
729836.063;4372652.712;REINA;C/;265;4
729755.125;4371680.95799999963;REINA;C/;266;4
729845.33;4372757.21399999969;REINA;C/;265;4
729795.219;4372173.46;REINA;C/;264;4
729818.853;4372457.74299999978;REINA;C/;266;4
729804.306;4372262.195;REINA;C/;264;4
729776.531;4371959.209;REINA;C/;266;4
729763.158;4371785.70799999963;REINA;C/;266;4
725737.87;4372780.105;REINA;C/;0;0
725786.369;4372768.35699999984;REINA;C/;0;0
725765.713;4372789.355;REINA;C/;0;0
725719.213;4372651.35599999968;REINA;C/;0;0
725721.135;4372681.853;REINA;C/;266;1
725777.307;4372659.60599999968;REINA;C/;78;1
725725.449;4372736.875;REINA;C/;264;1
725783.804;4372717.855;REINA;C/;87;1
725757.306;4372639.35599999968;REINA;C/;172;4
725730.463;4372644.60599999968;REINA;C/;165;4
725355.475;4372594.359;REJAS;C/;85;4
725677.231;4372880.47599999979;RELOJ VIEJO;C/;0;0
725690.152;4372925.105;RELOJ VIEJO;C/;0;0
724809.503;4373716.604;REMOLCADOR;C/;210;2
724846.722;4373737.854;REMOLCADOR;C/;210;2
726976.747;4367209.23699999973;REMOLINO;C/;2;1
726927.722;4367207.187;REMOLINO;C/;3;1
729714.502;4372815.972;REMONTA;C/;359;1
729808.813;4372814.466;REMONTA;C/;0;1
729639.503;4372817.227;REMONTA;C/;359;1
729786.595;4372814.717;REMONTA;C/;359;1
729676.471;4372816.72499999963;REMONTA;C/;359;1
729755.564;4372815.21899999958;REMONTA;C/;359;1
729835.813;4372814.21399999969;REMONTA;C/;359;1
725593.651;4372669.60599999968;REPESO;C/;0;0
725606.088;4372685.10599999968;REPESO;C/;0;0
727776.275;4372491.586;REPUBLICA ARGENTINA;C/;83;1
727758.992;4372417.347;REPUBLICA ARGENTINA;C/;71;1
727838.024;4372645.846;REPUBLICA ARGENTINA;C/;71;1
727809.182;4372561.29;REPUBLICA ARGENTINA;C/;73;1
727823.399;4372603.597;REPUBLICA ARGENTINA;C/;71;1
727864.087;4372721.34499999974;REPUBLICA ARGENTINA;C/;71;3
727849.368;4372678.846;REPUBLICA ARGENTINA;C/;71;3
724825.347;4369879.376;REPUBLICA COSTA DE MARFIL;C/;0;0
729135.727;4372305.508;REPUBLICA DE GUINEA ECUATORIAL;C/;162;4
729048.893;4372333.52199999988;REPUBLICA DE GUINEA ECUATORIAL;C/;163;4
729198.592;4372286.67899999954;REPUBLICA DE GUINEA ECUATORIAL;C/;162;4
725383.429;4372202.61;REQUENA;C/;334;4
726813.677;4373464.199;RESIDENCIAS LUZ;C/;0;0
726720.279;4373475.849;RESIDENCIAS LUZ;C/;0;0
726208.437;4373607.6;RETAMA;C/;72;2
726226.312;4373662.35;RETAMA;C/;72;2
726218.062;4373637.1;RETAMA;C/;72;2
726483.487;4370882.98199999984;RETOR;C/;218;1
726568.909;4370965.985;RETOR;C/;229;1
725070.661;4373955.95799999963;REUS;C/;357;1
725165.098;4373951.20299999975;REUS;C/;359;1
725377.988;4373940.38;REUS;C/;356;1
725118.53;4373953.09399999958;REUS;C/;356;1
725428.305;4373936.363;REUS;C/;355;1
725251.619;4373948.53799999971;REUS;C/;357;1
724968.53;4373909.409;REUS;C/;30;1
725334.139;4373943.303;REUS;C/;356;1
725258.322;4373971.36;REUS;C/;0;0
725306.709;4373958.52099999972;REUS;C/;177;4
725405.643;4373952.534;REUS;C/;176;4
724964.127;4373920.25399999972;REUS;C/;209;4
725153.187;4373963.61;REUS;C/;179;4
726552.32;4374354.57699999958;REVERENDO JOSE MARIA PINAZO;C/;313;1
726869.345;4374130.346;REVERENDO JOSE MARIA PINAZO;C/;355;1
726778.188;4374154.11099999957;REVERENDO JOSE MARIA PINAZO;C/;319;4
726657.314;4374258.846;REVERENDO JOSE MARIA PINAZO;C/;319;4
726605.35;4374303.943;REVERENDO JOSE MARIA PINAZO;C/;319;4
726712.796;4374210.75399999972;REVERENDO JOSE MARIA PINAZO;C/;319;4
726968.719;4374079.346;REVERENDO JOSE MARTI;C/;0;0
724448.842;4369459.132;REVERENDO JOSE NOGUERA;C/;255;1
724469.609;4369536.63499999978;REVERENDO JOSE NOGUERA;C/;255;1
724424.216;4369367.132;REVERENDO JOSE NOGUERA;C/;255;1
724395.893;4369261.386;REVERENDO JOSE NOGUERA;C/;255;1
725557.396;4377368.513;REVERENDO JOSE VALERO;C/;83;2
725559.203;4377501.60099999979;REVERENDO JOSE VALERO;C/;88;2
725557.439;4377414.084;REVERENDO JOSE VALERO;C/;91;2
725512.466;4377241.449;REVERENDO JOSE VALERO;C/;68;2
725557.499;4377452.352;REVERENDO JOSE VALERO;C/;88;2
725550.375;4377294.99199999962;REVERENDO JOSE VALERO;C/;86;2
725562.449;4377553.318;REVERENDO JOSE VALERO;C/;262;2
724988.775;4373678.09499999974;REVERENDO RAFAEL RAMON LLIN;C/;35;4
727151.749;4373868.096;REVERENDO RAFAEL TRAMOYERES;C/;341;1
726934.864;4373941.06599999964;REVERENDO RAFAEL TRAMOYERES;C/;341;1
727052.124;4373901.596;REVERENDO RAFAEL TRAMOYERES;C/;341;1
731290.134;4354582.35099999979;REY DE ARTIEDA;C/;355;2
725266.474;4372828.32699999958;REY DON JAIME;C/;0;0
725261.153;4372883.85699999984;REY DON JAIME;C/;0;0
725261.13;4372955.916;REY DON JAIME;C/;269;3
723011.641;4371667.126;REY SAUD;C/;164;2
723080.079;4371665.375;REY SAUD;C/;186;4
727057.868;4372620.6;REYES PROSPER;C/;161;4
727041.556;4372606.6;REYES PROSPER;C/;297;4
727069.837;4372597.1;REYES PROSPER;C/;41;4
725600.212;4372443.60699999984;RIBALTA;C/;0;0
723846.472;4373610.341;RIBARROJA;C/;190;1
727616.967;4367884.388;RIBAS;C/;345;2
727312.534;4367969.104;RIBAS;C/;25;2
727442.871;4367932.693;RIBAS;C/;334;2
727495.089;4367916.66;RIBAS;C/;344;2
727262.541;4367998.599;RIBAS;C/;249;2
727168.523;4368078.148;RIBAS;C/;331;2
727100.917;4368116.735;RIBAS;C/;328;2
727050.509;4368146.49199999962;RIBAS;C/;330;2
727508.357;4367927.843;RIBAS;C/;78;3
727494.16;4367952.622;RIBAS;C/;76;3
726194.193;4370257.75899999961;RIBELLES COMIN;C/;211;2
726160.665;4370237.893;RIBELLES COMIN;C/;211;2
723271.536;4374372.705;"RIBERA ALTA, LA";C/;0;0
723365.216;4374429.97599999979;"RIBERA BAIXA, LA";C/;0;0
725741.49;4372048.359;RIBERA;C/;0;0
725737.364;4371980.109;RIBERA;C/;0;0
725744.313;4372094.858;RIBERA;C/;0;0
725093.571;4369875.59;RICARDO CODOÑER;C/;249;2
724563.185;4373868.087;RICARDO MICO;C/;120;2
724528.821;4373928.87799999956;RICARDO MICO;C/;0;0
724589.188;4373657.63499999978;RICARDO MICO;C/;302;1
724647.593;4373557.17;RICARDO MICO;C/;300;1
724693.99;4373476.707;RICARDO MICO;C/;301;1
724748.25;4373387.28699999955;RICARDO MICO;C/;302;1
724618.017;4373608.494;RICARDO MICO;C/;300;1
724613.517;4373777.98099999968;RICARDO MICO;C/;120;3
724448.46;4373941.579;RICARDO MICO;C/;301;4
727483.513;4370440.221;RICARDO MUÑOZ SUAY (CINEASTA);C/;31;1
727228.183;4370291.528;RICARDO MUÑOZ SUAY (CINEASTA);C/;29;2
727764.576;4370200.78799999971;RICO;C/;249;2
723375.683;4372494.03;RINCON DE ADEMUZ;C/;282;1
723430.178;4372130.62;RINCON DE ADEMUZ;C/;259;1
723397.931;4372387.642;RINCON DE ADEMUZ;C/;281;1
723429.054;4372222.619;RINCON DE ADEMUZ;C/;280;1
723417.304;4372286.61799999978;RINCON DE ADEMUZ;C/;281;1
723436.832;4372177.09;RINCON DE ADEMUZ;C/;280;1
729794.363;4363108.53799999971;RIO;C/;268;2
725832.462;4372537.85599999968;RINCONADA FEDERICO GARCIA SANCHIZ;C/;0;0
725795.181;4372551.60599999968;RINCONADA FEDERICO GARCIA SANCHIZ;C/;0;0
727644.311;4371728.596;RIO ARCOS;C/;71;4
725574.621;4370143.871;RIO BESOS;C/;0;0
725603.037;4370253.61799999978;RIO BESOS;C/;265;3
725605.35;4370279.61799999978;RIO BESOS;C/;265;3
725242.275;4375259.613;RIO BIDASOA;C/;16;1
724997.09;4375181.65799999982;RIO BIDASOA;C/;19;2
725566.231;4375369.09399999958;RIO BIDASOA;C/;18;2
725127.983;4375225.34499999974;RIO BIDASOA;C/;18;2
725346.908;4375290.762;RIO BIDASOA;C/;18;2
725483.076;4375341.34399999958;RIO BIDASOA;C/;18;2
725430.741;4375322.223;RIO BIDASOA;C/;22;2
725520.763;4375353.84399999958;RIO BIDASOA;C/;19;2
725394.968;4375307.372;RIO BIDASOA;C/;25;2
725940.864;4368087.65699999966;RIO CABRIEL;C/;0;0
725939.342;4367990.074;RIO CABRIEL;C/;268;1
725940.111;4368049.89099999983;RIO CABRIEL;C/;90;1
729494.801;4370410.11199999973;RIO CENIA;C/;264;3
727057.725;4373649.53;RIO DUERO;C/;0;0
727036.873;4373674.597;RIO DUERO;C/;0;0
727060.56;4373615.347;RIO DUERO;C/;0;0
727027.658;4373637.46;RIO DUERO;C/;0;0
727067.517;4373591.74299999978;RIO DUERO;C/;78;1
727079.029;4373644.847;RIO DUERO;C/;78;4
726845.757;4373700.52199999988;RIO EBRO;C/;33;3
726818.524;4373654.86099999957;RIO EBRO;C/;70;3
725632.142;4370034.60699999984;RIO ERESMA;C/;0;0
725606.059;4369784.729;RIO ERESMA;C/;84;1
725612.276;4369920.0;RIO ERESMA;C/;173;3
725611.468;4369854.281;RIO ERESMA;C/;83;2
725573.086;4369788.07799999975;RIO ERESMA;C/;85;2
727705.052;4371826.349;RIO ESCALONA;C/;0;0
727668.961;4371723.109;RIO ESCALONA;C/;71;4
727602.395;4371535.1;RIO ESCALONA;C/;70;4
727628.208;4371606.6;RIO ESCALONA;C/;71;4
727534.988;4371334.939;RIO ESCALONA;C/;70;4
727568.328;4371434.20299999975;RIO ESCALONA;C/;72;4
724252.353;4377242.957;RIO ESLA;C/;93;2
726157.026;4375794.25299999956;RIO GENIL;C/;165;3
729045.566;4371643.24199999962;RIO JALON;C/;161;4
729752.577;4373787.985;RIO JILOCA;C/;84;3
726884.994;4368031.68099999987;RIO LLOBREGAT;C/;347;2
724907.814;4370344.48599999957;RIO MIÑO;C/;229;3
725014.647;4375030.227;RIO NERVION;C/;17;4
725153.967;4375072.21;RIO NERVION;C/;17;4
725074.903;4375048.177;RIO NERVION;C/;14;4
729559.062;4369930.27699999977;RIO ODIEL;C/;226;4
729587.87;4373023.778;RIO PISUERGA;C/;0;0
726542.773;4369599.05;RIO SECO;C/;345;3
725088.245;4375023.979;RIO SEGRE;C/;286;2
725136.805;4374858.37;RIO SEGRE;C/;106;2
725101.317;4374980.88;RIO SEGRE;C/;288;2
725852.537;4368029.93499999959;RIO SEGURA;C/;357;1
725890.996;4367991.54899999965;RIO SEGURA;C/;270;1
729809.441;4373066.324;RIO TAJO;C/;1;1
729624.999;4373067.889;RIO TAJO;C/;179;1
729983.656;4373070.457;RIO TAJO;C/;2;1
729920.6;4373068.269;RIO TAJO;C/;1;1
729871.251;4373067.44;RIO TAJO;C/;2;1
729718.659;4373066.724;RIO TAJO;C/;359;1
729261.797;4371843.32199999969;RIO TER;C/;2;1
726659.662;4369268.864;RIO TORMES;C/;345;3
726713.099;4369254.614;RIO TORMES;C/;344;3
726632.155;4369276.638;RIO TORMES;C/;341;3
726687.276;4369261.80399999954;RIO TORMES;C/;346;3
729087.01;4371149.068;RIO ULLA;C/;0;0
729081.971;4371121.648;RIO ULLA;C/;0;0
729075.893;4371085.61099999957;RIO ULLA;C/;0;0
729027.624;4366564.292;RIO;C/;287;2
728851.83;4369366.92899999954;RIO;C/;96;2
728702.892;4368020.11699999962;RIO;C/;288;2
729021.354;4367737.802;RIO;C/;284;2
728820.381;4369690.35699999984;RIO;C/;96;2
728911.78;4367058.36699999962;RIO;C/;283;2
728818.225;4369082.70299999975;RIO;C/;64;2
728865.804;4367266.59499999974;RIO;C/;282;2
728607.022;4368798.12399999984;RIO;C/;91;2
729248.162;4366025.812;RIO;C/;293;2
728616.05;4368847.564;RIO;C/;64;2
728956.989;4367529.239;RIO;C/;247;2
728749.48;4368980.142;RIO;C/;46;2
728841.298;4369499.98099999968;RIO;C/;96;2
729706.973;4364198.462;RIO;C/;292;2
728747.439;4367913.06699999981;RIO;C/;324;2
728860.078;4369253.002;RIO;C/;90;2
729484.119;4365049.52599999961;RIO;C/;279;2
728951.061;4366890.87399999984;RIO;C/;283;2
729855.333;4363730.227;RIO;C/;277;2
728627.421;4368420.008;RIO;C/;97;2
729635.729;4364416.291;RIO;C/;285;2
728610.275;4368681.723;RIO;C/;91;2
728924.183;4367865.98;RIO;C/;345;2
728834.041;4369574.846;RIO;C/;96;2
728853.519;4369180.501;RIO;C/;76;2
728827.299;4369633.20199999958;RIO;C/;97;2
728979.91;4366771.968;RIO;C/;282;2
728938.384;4366945.363;RIO;C/;283;2
728787.31;4370006.11799999978;RIO;C/;96;2
729112.292;4366701.17;RIO;C/;12;2
729759.63;4362824.74;RIO;C/;258;2
729749.057;4362770.154;RIO;C/;262;2
728666.225;4368904.967;RIO;C/;218;4
728872.228;4367120.95299999975;RIO;C/;184;4
728838.591;4367118.60099999979;RIO;C/;185;4
725670.038;4375362.013;"RIOJA, LA";C/;108;2
723385.234;4373216.579;RIOLA;C/;1;4
725263.686;4373151.105;RIPALDA;C/;348;4
725321.81;4373138.605;RIPALDA;C/;348;4
725195.78;4373165.605;RIPALDA;C/;348;4
729533.799;4371889.70199999958;RIUET;C/;0;0
724776.042;4370829.621;ROCA;C/;154;1
724683.323;4370874.871;ROCA;C/;154;4
722777.408;4379737.85599999968;ROCAFORT;C/;144;2
722894.059;4379746.734;ROCAFORT;C/;28;2
722713.706;4379474.84;ROCAFORT;C/;92;9
722716.674;4379316.495;ROCAFORT;C/;91;9
722793.863;4379677.284;ROCAFORT;C/;44;9
722746.083;4379625.44;ROCAFORT;C/;50;9
722717.347;4379287.88399999961;ROCAFORT;C/;92;9
723012.84;4379797.166;ROCAFORT;C/;189;2
726046.038;4369844.75;ROCAFULL;C/;115;2
726051.796;4369824.597;ROCAFULL;C/;117;2
725638.873;4373232.603;ROCAS;C/;0;0
727499.496;4369428.65799999982;ROCHS;C/;352;2
727981.948;4369370.394;ROCHS;C/;353;2
728257.521;4369339.665;ROCHS;C/;357;2
727723.489;4369397.761;ROCHS;C/;355;2
726861.981;4367932.7;ROCIO;C/;166;4
726911.839;4367915.775;ROCIO;C/;167;4
726820.329;4367941.302;ROCIO;C/;348;3
725772.055;4372362.85699999984;RODRIGO BOTET;C/;181;1
725789.492;4372372.35699999984;RODRIGO BOTET;C/;279;1
725764.586;4372402.60699999984;RODRIGO BOTET;C/;0;0
725777.43;4372395.35699999984;RODRIGO BOTET;C/;0;0
725764.761;4372380.229;RODRIGO BOTET;C/;0;0
727468.452;4371795.853;RODRIGO DE OSONA;C/;70;4
728603.386;4371346.54399999976;RODRIGO DE PERTEGAS;C/;340;1
728772.885;4371286.79899999965;RODRIGO DE PERTEGAS;C/;340;1
728699.042;4371312.786;RODRIGO DE PERTEGAS;C/;341;1
728414.045;4371413.308;RODRIGO DE PERTEGAS;C/;340;1
728360.608;4371432.062;RODRIGO DE PERTEGAS;C/;341;1
728494.263;4371385.052;RODRIGO DE PERTEGAS;C/;341;1
727539.116;4372182.099;RODRIGUEZ DE CEPEDA;C/;341;1
727684.366;4372131.098;RODRIGUEZ DE CEPEDA;C/;341;1
727811.897;4372086.848;RODRIGUEZ DE CEPEDA;C/;342;1
727883.62;4372063.99;RODRIGUEZ DE CEPEDA;C/;343;1
725341.887;4372417.932;ROGER DE FLOR;C/;0;0
725259.029;4372386.65099999961;ROGER DE FLOR;C/;0;0
725214.461;4372375.86;ROGER DE FLOR;C/;0;0
725378.49;4372429.485;ROGER DE FLOR;C/;0;0
725167.211;4372363.86;ROGER DE FLOR;C/;0;0
725313.462;4372406.859;ROGER DE FLOR;C/;0;0
725293.211;4372398.859;ROGER DE FLOR;C/;0;0
725865.426;4372131.15799999982;ROGER DE LAURIA;C/;2;1
725794.116;4372128.358;ROGER DE LAURIA;C/;2;1
725987.259;4372135.876;ROGER DE LAURIA;C/;2;1
725072.295;4371055.61699999962;ROIG DE CORELLA;C/;211;1
727505.109;4369611.848;ROIG DE LAGARDA;C/;3;2
724937.597;4372550.42899999954;ROJAS CLEMENTE;C/;1;1
724894.475;4372550.398;ROJAS CLEMENTE;C/;0;4
724895.743;4372510.86;ROJAS CLEMENTE;C/;180;4
724865.244;4372530.61;ROJAS CLEMENTE;C/;92;4
724922.068;4372562.059;ROJAS CLEMENTE;C/;272;3
723732.506;4372296.81;ROMA;C/;91;1
723785.472;4372318.446;ROMA;C/;268;4
728015.457;4369723.707;ROMANCE;C/;338;3
726804.019;4371290.6;ROMERAL;C/;0;0
726138.192;4371210.059;ROMEU DE CORBERA;C/;169;4
726071.954;4371223.11;ROMEU DE CORBERA;C/;169;4
724767.85;4373487.244;ROMPEHIELOS;C/;0;0
729964.368;4364345.98;ROMUALDO;C/;3;2
729814.494;4364326.262;ROMUALDO;C/;12;2
729695.992;4364303.545;ROMUALDO;C/;12;2
725439.286;4374162.85;RONCESVALLES;C/;106;4
725469.256;4374171.54399999976;RONCESVALLES;C/;109;4
725432.755;4374187.6;RONCESVALLES;C/;103;4
725402.578;4374151.87399999984;RONCESVALLES;C/;108;4
729305.875;4370255.05;RONDA DE NAZARET;C/;88;4
729371.601;4370334.12399999984;RONDA DE NAZARET;C/;241;4
729342.03;4370343.389;RONDA DE NAZARET;C/;60;4
725218.907;4377431.15699999966;"ROSA DELS VENTS, LA";C/;78;2
725226.165;4377473.727;"ROSA DELS VENTS, LA";C/;84;2
725204.31;4377355.518;"ROSA DELS VENTS, LA";C/;79;2
724709.473;4374632.49299999978;ROSALES;C/;0;0
724695.073;4374596.099;ROSALES;C/;69;1
724664.198;4374517.849;ROSALES;C/;69;1
724679.073;4374555.599;ROSALES;C/;68;1
724634.01;4374441.35;ROSALES;C/;68;3
729550.408;4371760.974;ROSARIO;C/;267;1
729556.065;4371870.474;ROSARIO;C/;264;1
729549.618;4371744.543;ROSARIO;C/;267;1
729563.757;4371949.64099999983;ROSARIO;C/;266;4
729547.178;4371689.28899999987;ROSARIO;C/;267;4
729552.716;4371812.474;ROSARIO;C/;267;4
729541.752;4371598.973;ROSARIO;C/;266;4
729562.096;4372055.47599999979;ROSARIO;C/;278;4
729541.865;4371771.138;ROSARIO;C/;0;0
729527.322;4371754.426;ROSARIO;C/;0;0
729535.492;4371735.488;ROSARIO;C/;0;0
727090.57;4367399.104;ROSELDO;C/;0;0
726650.913;4369287.114;"ROSES, LES";C/;0;0
725581.404;4373217.604;ROTEROS;C/;0;0
725521.67;4373215.86799999978;ROTEROS;C/;0;0
725496.386;4373222.392;ROTEROS;C/;0;0
725608.826;4373216.091;ROTEROS;C/;0;0
725554.561;4373215.604;ROTEROS;C/;0;0
725657.498;4373198.854;ROTEROS;C/;0;0
